"","city_code7","city_IPARDES","year","population"
"665","4119103","Piên","1991",7572
"666","4119152","Pinhais","1991",NA
"667","4119251","Pinhal de São Bento","1991",NA
"668","4119202","Pinhalão","1991",5880
"669","4119301","Pinhão","1991",34857
"670","4119400","Piraí do Sul","1991",19184
"671","4119509","Piraquara","1991",103320
"672","4119608","Pitanga","1991",64468
"673","4119657","Pitangueiras","1991",NA
"674","4119707","Planaltina do Paraná","1991",3884
"675","4119806","Planalto","1991",15602
"676","4119905","Ponta Grossa","1991",229331
"677","4119954","Pontal do Paraná","1991",NA
"678","4120002","Porecatu","1991",17531
"679","4120101","Porto Amazonas","1991",3513
"680","4120150","Porto Barreiro","1991",NA
"681","4120200","Porto Rico","1991",3420
"682","4120309","Porto Vitória","1991",3748
"683","4120333","Prado Ferreira","1991",NA
"684","4120358","Pranchita","1991",8850
"685","4120408","Presidente Castelo Branco","1991",3742
"686","4120507","Primeiro de Maio","1991",12038
"687","4120606","Prudentópolis","1991",46296
"688","4120655","Quarto Centenário","1991",NA
"689","4120705","Quatiguá","1991",5722
"690","4120804","Quatro Barras","1991",9585
"691","4120853","Quatro Pontes","1991",NA
"692","4120903","Quedas do Iguaçu","1991",31508
"693","4121000","Querência do Norte","1991",10254
"694","4121109","Quinta do Sol","1991",5805
"695","4121208","Quitandinha","1991",14219
"696","4121257","Ramilândia","1991",NA
"697","4121307","Rancho Alegre","1991",4545
"698","4121356","Rancho Alegre D'Oeste","1991",NA
"699","4121406","Realeza","1991",17593
"700","4121505","Rebouças","1991",12748
"701","4121604","Renascença","1991",7581
"702","4121703","Reserva","1991",24938
"703","4121752","Reserva do Iguaçu","1991",NA
"704","4121802","Ribeirão Claro","1991",11502
"705","4121901","Ribeirão do Pinhal","1991",13939
"706","4122008","Rio Azul","1991",12237
"707","4122107","Rio Bom","1991",4278
"708","4122156","Rio Bonito do Iguaçu","1991",NA
"709","4122172","Rio Branco do Ivaí","1991",NA
"710","4122206","Rio Branco do Sul","1991",37654
"711","4122305","Rio Negro","1991",25859
"712","4122404","Rolândia","1991",43548
"713","4122503","Roncador","1991",17316
"714","4122602","Rondon","1991",9075
"715","4122651","Rosário do Ivaí","1991",10680
"716","4122701","Sabáudia","1991",5258
"717","4122800","Salgado Filho","1991",13997
"718","4122909","Salto do Itararé","1991",6470
"719","4123006","Salto do Lontra","1991",14589
"720","4123105","Santa Amélia","1991",4627
"721","4123204","Santa Cecília do Pavão","1991",8762
"722","4123303","Santa Cruz de Monte Castelo","1991",10189
"723","4123402","Santa Fé","1991",8786
"724","4123501","Santa Helena","1991",19396
"725","4123600","Santa Inês","1991",2128
"726","4123709","Santa Isabel do Ivaí","1991",13584
"727","4123808","Santa Izabel do Oeste","1991",12852
"728","4123824","Santa Lúcia","1991",NA
"729","4123857","Santa Maria do Oeste","1991",NA
"730","4123907","Santa Mariana","1991",14776
"731","4123956","Santa Mônica","1991",NA
"732","4124020","Santa Tereza do Oeste","1991",6223
"733","4124053","Santa Terezinha de Itaipu","1991",13892
"734","4124004","Santana do Itararé","1991",6177
"735","4124103","Santo Antônio da Platina","1991",38524
"736","4124202","Santo Antônio do Caiuá","1991",3202
"737","4124301","Santo Antônio do Paraíso","1991",2575
"738","4124400","Santo Antônio do Sudoeste","1991",20668
"739","4124509","Santo Inácio","1991",5524
"740","4124608","São Carlos do Ivaí","1991",4944
"741","4124707","São Jerônimo da Serra","1991",13581
"742","4124806","São João","1991",13998
"743","4124905","São João do Caiuá","1991",6124
"744","4125001","São João do Ivaí","1991",16825
"745","4125100","São João do Triunfo","1991",12172
"746","4125308","São Jorge do Ivaí","1991",6387
"747","4125357","São Jorge do Patrocínio","1991",9309
"748","4125209","São Jorge d'Oeste","1991",10655
"749","4125407","São José da Boa Vista","1991",8633
"750","4125456","São José das Palmeiras","1991",5993
"751","4125506","São José dos Pinhais","1991",121870
"752","4125555","São Manoel do Paraná","1991",NA
"753","4125605","São Mateus do Sul","1991",32532
"754","4125704","São Miguel do Iguaçu","1991",25657
"755","4125753","São Pedro do Iguaçu","1991",NA
"756","4125803","São Pedro do Ivaí","1991",9444
"757","4125902","São Pedro do Paraná","1991",3400
"758","4126009","São Sebastião da Amoreira","1991",7844
"759","4126108","São Tomé","1991",5316
"760","4126207","Sapopema","1991",7225
"761","4126256","Sarandi","1991",45407
"762","4126272","Saudade do Iguaçu","1991",NA
"763","4126306","Sengés","1991",14854
"764","4126355","Serranópolis do Iguaçu","1991",NA
"765","4126405","Sertaneja","1991",6729
"766","4126504","Sertanópolis","1991",14506
"767","4126603","Siqueira Campos","1991",14336
"768","4126652","Sulina","1991",5490
"769","4126678","Tamarana","1991",NA
"770","4126702","Tamboara","1991",4646
"771","4126801","Tapejara","1991",12128
"772","4126900","Tapira","1991",8915
"773","4127007","Teixeira Soares","1991",13910
"774","4127106","Telêmaco Borba","1991",63942
"775","4127205","Terra Boa","1991",14447
"776","4127304","Terra Rica","1991",14211
"777","4127403","Terra Roxa","1991",20350
"778","4127502","Tibagi","1991",22547
"779","4127601","Tijucas do Sul","1991",10005
"780","4127700","Toledo","1991",92606
"781","4127809","Tomazina","1991",12309
"782","4127858","Três Barras do Paraná","1991",15507
"783","4127882","Tunas do Paraná","1991",NA
"784","4127908","Tuneiras do Oeste","1991",11542
"785","4127957","Tupãssi","1991",8954
"786","4127965","Turvo","1991",14057
"787","4128005","Ubiratã","1991",26877
"788","4128104","Umuarama","1991",100278
"789","4128203","União da Vitória","1991",43578
"790","4128302","Uniflor","1991",2703
"791","4128401","Uraí","1991",13366
"792","4128534","Ventania","1991",NA
"793","4128559","Vera Cruz do Oeste","1991",11623
"794","4128609","Verê","1991",10415
"795","4128658","Virmond","1991",NA
"796","4128708","Vitorino","1991",6512
"797","4128500","Wenceslau Braz","1991",18831
"798",NA,"Xambrê","1991",9101
"799","4100103","Abatiá","1992",10273
"800","4100202","Adrianópolis","1992",8819
"801","4100301","Agudos do Sul","1992",6185
"802","4100400","Almirante Tamandaré","1992",67349
"803","4100459","Altamira do Paraná","1992",7175
"804","4128625","Alto Paraíso","1992",4311
"805","4100608","Alto Paraná","1992",11895
"806","4100707","Alto Piquiri","1992",12211
"807","4100509","Altônia","1992",23730
"808","4100806","Alvorada do Sul","1992",9336
"809","4100905","Amaporã","1992",4003
"810","4101002","Ampére","1992",13018
"811","4101051","Anahy","1992",3471
"812","4101101","Andirá","1992",19926
"813","4101150","Ângulo","1992",2375
"814","4101200","Antonina","1992",17132
"815","4101309","Antônio Olinto","1992",7870
"816","4101408","Apucarana","1992",96722
"817","4101507","Arapongas","1992",65760
"818","4101606","Arapoti","1992",20902
"819","4101655","Arapuã","1992",NA
"820","4101705","Araruna","1992",12213
"821","4101804","Araucária","1992",62761
"822","4101853","Ariranha do Ivaí","1992",NA
"823","4101903","Assaí","1992",20079
"824","4102000","Assis Chateaubriand","1992",39282
"825","4102109","Astorga","1992",22515
"826","4102208","Atalaia","1992",4077
"827","4102307","Balsa Nova","1992",7661
"828","4102406","Bandeirantes","1992",34359
"829","4102505","Barbosa Ferraz","1992",17810
"830","4102703","Barra do Jacaré","1992",3025
"831","4102604","Barracão","1992",14080
"832","4102752","Bela Vista da Caroba","1992",NA
"833","4102802","Bela Vista do Paraíso","1992",15152
"834","4102901","Bituruna","1992",13025
"835","4103008","Boa Esperança","1992",6854
"836","4103024","Boa Esperança do Iguaçu","1992",3831
"837","4103040","Boa Ventura de São Roque","1992",NA
"838","4103057","Boa Vista da Aparecida","1992",10328
"839","4103107","Bocaiúva do Sul","1992",7648
"840","4103156","Bom Jesus do Sul","1992",NA
"841","4103206","Bom Sucesso","1992",6871
"842","4103222","Bom Sucesso do Sul","1992",3888
"843","4103305","Borrazópolis","1992",11044
"844","4103354","Braganey","1992",7772
"845","4103370","Brasilândia do Sul","1992",4486
"846","4103404","Cafeara","1992",2317
"847","4103453","Cafelândia","1992",8242
"848","4103479","Cafezal do Sul","1992",5593
"849","4103503","Califórnia","1992",7215
"850","4103602","Cambará","1992",21283
"851","4103701","Cambé","1992",75209
"852","4103800","Cambira","1992",6275
"853","4103909","Campina da Lagoa","1992",20282
"854","4103958","Campina do Simão","1992",NA
"855","4104006","Campina Grande do Sul","1992",19629
"856","4104055","Campo Bonito","1992",4980
"857","4104105","Campo do Tenente","1992",5324
"858","4104204","Campo Largo","1992",73725
"859","4104253","Campo Magro","1992",NA
"860","4104303","Campo Mourão","1992",79383
"861","4104402","Cândido de Abreu","1992",22027
"862","4104428","Candói","1992",19091
"863","4104451","Cantagalo","1992",25953
"864","4104501","Capanema","1992",18786
"865","4104600","Capitão Leônidas Marques","1992",12466
"866","4104659","Carambeí","1992",NA
"867","4104709","Carlópolis","1992",12184
"868","4104808","Cascavel","1992",197242
"869","4104907","Castro","1992",65164
"870","4105003","Catanduvas","1992",9454
"871","4105102","Centenário do Sul","1992",14089
"872","4105201","Cerro Azul","1992",16069
"873","4105300","Céu Azul","1992",10435
"874","4105409","Chopinzinho","1992",19852
"875","4105508","Cianorte","1992",50034
"876","4105607","Cidade Gaúcha","1992",8492
"877","4105706","Clevelândia","1992",18130
"878","4105805","Colombo","1992",122233
"879","4105904","Colorado","1992",19260
"880","4106001","Congonhinhas","1992",7742
"881","4106100","Conselheiro Mairinck","1992",3479
"882","4106209","Contenda","1992",9278
"883","4106308","Corbélia","1992",16109
"884","4106407","Cornélio Procópio","1992",47510
"885","4106456","Coronel Domingos Soares","1992",NA
"886","4106506","Coronel Vivida","1992",25074
"887","4106555","Corumbataí do Sul","1992",6405
"888","4106803","Cruz Machado","1992",16816
"889","4106571","Cruzeiro do Iguaçu","1992",5224
"890","4106605","Cruzeiro do Oeste","1992",23361
"891","4106704","Cruzeiro do Sul","1992",4940
"892","4106852","Cruzmaltina","1992",NA
"893","4106902","Curitiba","1992",1337157
"894","4107009","Curiúva","1992",10539
"895","4107108","Diamante do Norte","1992",7503
"896","4107124","Diamante do Sul","1992",4463
"897","4107157","Diamante D'Oeste","1992",8923
"898","4107207","Dois Vizinhos","1992",31068
"899","4107256","Douradina","1992",6343
"900","4107306","Doutor Camargo","1992",5852
"901","4128633","Doutor Ulysses","1992",4999
"902","4107405","Enéas Marques","1992",7363
"903","4107504","Engenheiro Beltrão","1992",14603
"904","4107538","Entre Rios do Oeste","1992",2889
"905","4107520","Esperança Nova","1992",NA
"906","4107546","Espigão Alto do Iguaçu","1992",NA
"907","4107553","Farol","1992",4464
"908","4107603","Faxinal","1992",19225
"909","4107652","Fazenda Rio Grande","1992",25453
"910","4107702","Fênix","1992",5772
"911","4107736","Fernandes Pinheiro","1992",NA
"912","4107751","Figueira","1992",9643
"913","4107850","Flor da Serra do Sul","1992",5221
"914","4107801","Floraí","1992",5410
"915","4107900","Floresta","1992",4550
"916","4108007","Florestópolis","1992",11957
"917","4108106","Flórida","1992",2104
"918","4108205","Formosa do Oeste","1992",11313
"919","4108304","Foz do Iguaçu","1992",195571
"920","4108452","Foz do Jordão","1992",NA
"921","4108320","Francisco Alves","1992",8857
"922","4108403","Francisco Beltrão","1992",62426
"923","4108502","General Carneiro","1992",11500
"924","4108551","Godoy Moreira","1992",5112
"925","4108601","Goioerê","1992",40523
"926","4108650","Goioxim","1992",NA
"927","4108700","Grandes Rios","1992",11790
"928","4108809","Guaíra","1992",30082
"929","4108908","Guairaçá","1992",5371
"930","4108957","Guamiranga","1992",NA
"931","4109005","Guapirama","1992",3864
"932","4109104","Guaporema","1992",2260
"933","4109203","Guaraci","1992",5530
"934","4109302","Guaraniaçu","1992",21260
"935","4109401","Guarapuava","1992",143435
"936","4109500","Guaraqueçaba","1992",7776
"937","4109609","Guaratuba","1992",18258
"938","4109658","Honório Serpa","1992",7862
"939","4109708","Ibaiti","1992",25770
"940","4109757","Ibema","1992",6185
"941","4109807","Ibiporã","1992",35834
"942","4109906","Icaraíma","1992",11603
"943","4110003","Iguaraçu","1992",3260
"944","4110052","Iguatu","1992",2983
"945","4110078","Imbaú","1992",NA
"946","4110102","Imbituva","1992",26088
"947","4110201","Inácio Martins","1992",13965
"948","4110300","Inajá","1992",2634
"949","4110409","Indianópolis","1992",4215
"950","4110508","Ipiranga","1992",12788
"951","4110607","Iporã","1992",19489
"952","4110656","Iracema do Oeste","1992",3372
"953","4110706","Irati","1992",48665
"954","4110805","Iretama","1992",15331
"955","4110904","Itaguajé","1992",5038
"956","4110953","Itaipulândia","1992",4052
"957","4111001","Itambaracá","1992",9891
"958","4111100","Itambé","1992",6137
"959","4111209","Itapejara d'Oeste","1992",8931
"960","4111258","Itaperuçu","1992",10939
"961","4111308","Itaúna do Sul","1992",4625
"962","4111407","Ivaí","1992",11487
"963","4111506","Ivaiporã","1992",43978
"964","4111555","Ivaté","1992",7038
"965","4111605","Ivatuba","1992",2499
"966","4111704","Jaboti","1992",4316
"967","4111803","Jacarezinho","1992",41025
"968","4111902","Jaguapitã","1992",10474
"969","4112009","Jaguariaíva","1992",25612
"970","4112108","Jandaia do Sul","1992",18642
"971","4112207","Janiópolis","1992",10203
"972","4112306","Japira","1992",4767
"973","4112405","Japurá","1992",7823
"974","4112504","Jardim Alegre","1992",13142
"975","4112603","Jardim Olinda","1992",1417
"976","4112702","Jataizinho","1992",10463
"977","4112751","Jesuítas","1992",12456
"978","4112801","Joaquim Távora","1992",9837
"979","4112900","Jundiaí do Sul","1992",4081
"980","4112959","Juranda","1992",8758
"981","4113007","Jussara","1992",6068
"982","4113106","Kaloré","1992",6344
"983","4113205","Lapa","1992",40876
"984","4113254","Laranjal","1992",6713
"985","4113304","Laranjeiras do Sul","1992",32045
"986","4113403","Leópolis","1992",4684
"987","4113429","Lidianópolis","1992",6580
"988","4113452","Lindoeste","1992",6632
"989","4113502","Loanda","1992",17530
"990","4113601","Lobato","1992",3822
"991","4113700","Londrina","1992",397329
"992","4113734","Luiziana","1992",9099
"993","4113759","Lunardelli","1992",7257
"994","4113809","Lupionópolis","1992",4399
"995","4113908","Mallet","1992",11984
"996","4114005","Mamborê","1992",16094
"997","4114104","Mandaguaçu","1992",14750
"998","4114203","Mandaguari","1992",28619
"999","4114302","Mandirituba","1992",13583
"1000","4114351","Manfrinópolis","1992",NA
"1001","4114401","Mangueirinha","1992",18233
"1002","4114500","Manoel Ribas","1992",11582
"1003","4114609","Marechal Cândido Rondon","1992",34676
"1004","4114708","Maria Helena","1992",8142
"1005","4114807","Marialva","1992",23050
"1006","4114906","Marilândia do Sul","1992",9195
"1007","4115002","Marilena","1992",6651
"1008","4115101","Mariluz","1992",10907
"1009","4115200","Maringá","1992",246140
"1010","4115309","Mariópolis","1992",6325
"1011","4115358","Maripá","1992",6427
"1012","4115408","Marmeleiro","1992",15076
"1013","4115457","Marquinho","1992",NA
"1014","4115507","Marumbi","1992",4832
"1015","4115606","Matelândia","1992",13203
"1016","4115705","Matinhos","1992",11531
"1017","4115739","Mato Rico","1992",6164
"1018","4115754","Mauá da Serra","1992",4506
"1019","4115804","Medianeira","1992",38772
"1020","4115853","Mercedes","1992",4153
"1021","4115903","Mirador","1992",2375
"1022","4116000","Miraselva","1992",5261
"1023","4116059","Missal","1992",10234
"1024","4116109","Moreira Sales","1992",16796
"1025","4116208","Morretes","1992",13071
"1026","4116307","Munhoz de Melo","1992",3502
"1027","4116406","Nossa Senhora das Graças","1992",3435
"1028","4116505","Nova Aliança do Ivaí","1992",1225
"1029","4116604","Nova América da Colina","1992",4053
"1030","4116703","Nova Aurora","1992",15289
"1031","4116802","Nova Cantu","1992",11217
"1032","4116901","Nova Esperança","1992",24287
"1033","4116950","Nova Esperança do Sudoeste","1992",5329
"1034","4117008","Nova Fátima","1992",8393
"1035","4117057","Nova Laranjeiras","1992",12643
"1036","4117107","Nova Londrina","1992",12897
