"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"160","Barra do Jacaré","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.52,5.17,3.17,3.95,2.75,4.17,2.96,5.91,5.24,6.6,3.49
"161","Barracão","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1008,349,1052,1008,651,840,819,765,1435,1152,902
"162","Barracão","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",794895.47,401788.05,1028910.92,1060553.27,845696.31,1033510.11,1076799.89,1327508.29,2318678.74,1585075.46,1349014.33
"163","Barracão","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3112,1589,3614,3599,2610,3032,3076,2600,4346,3363,3166
"164","Barracão","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",34,9,16,24,10,33,25,17,39,37,33
"165","Barracão","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.37,2.58,1.52,2.38,1.54,3.93,3.05,2.22,2.72,3.21,3.66
"166","Bela Vista da Caroba","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",334,374,324,373,426,406,377,408,412,424,277
"167","Bela Vista da Caroba","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",237832.58,249169.92,258633.7,370174.77,463440.43,457166.29,463231.54,508267.15,441192.2,568896.11,305524.63
"168","Bela Vista da Caroba","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1387,1246,965,1243,1431,1207,1056,1219,1223,1517,829
"169","Bela Vista da Caroba","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",6,7,7,11,13,14,9,10,11,15,10
"170","Bela Vista da Caroba","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.8,1.87,2.16,2.95,3.05,3.45,2.39,2.45,2.67,3.54,3.61
"171","Bela Vista do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1081,1031,884,1242,1169,1110,1270,1346,1423,1436,1361
"172","Bela Vista do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1233257.24,1256412.75,1468292.85,1604013.27,1575462.02,1372932.53,1751575.46,1954246.8,1996192.04,2352122.71,2524175.63
"173","Bela Vista do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",5919,5361,5651,6804,5974,5595,6000,7466,7469,7376,8044
"174","Bela Vista do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",49,38,37,76,53,61,63,73,75,61,83
"175","Bela Vista do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.53,3.69,4.19,6.12,4.53,5.5,4.96,5.42,5.27,4.25,6.1
"176","Bituruna","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1507,1278,1369,1418,1360,1243,1341,1364,1683,1681,1402
"177","Bituruna","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1216451.86,1071973.04,1218642.4,1399860.93,1494791.89,1631209.97,1619204.99,1636056.68,2224718.58,1972008.63,1763820.79
"178","Bituruna","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6493,5631,6120,6666,7481,6909,5536,6212,7260,6954,6232
"179","Bituruna","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",41,31,37,40,28,44,57,49,64,56,46
"180","Bituruna","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.72,2.43,2.7,2.82,2.06,3.54,4.25,3.59,3.8,3.33,3.28
"181","Boa Esperança","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",428,414,414,432,359,386,550,458,293,458,364
"182","Boa Esperança","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",301301.26,383064.14,391337.38,342847.14,377829.34,415329.39,767997.05,585933.69,494020.51,644564.38,480510.78
"183","Boa Esperança","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1686,1371,1372,1411,1133,1404,2340,1734,1001,1808,1420
"184","Boa Esperança","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",11,18,13,13,9,16,27,17,20,24,19
"185","Boa Esperança","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.57,4.35,3.14,3.01,2.51,4.15,4.91,3.71,6.83,5.24,5.22
"186","Boa Esperança do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",187,267,257,267,246,273,258,277,270,211,182
"187","Boa Esperança do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",176403.84,256047.76,235212.56,276013.91,263805.15,260497.45,275152.44,363865.03,473461.05,339065.22,202552.65
"188","Boa Esperança do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",614,963,834,996,774,818,834,897,934,731,557
"189","Boa Esperança do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",10,8,5,7,6,5,7,6,8,5,6
"190","Boa Esperança do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.35,3,1.95,2.62,2.44,1.83,2.71,2.17,2.96,2.37,3.3
"191","Boa Ventura de São Roque","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",391,354,434,487,458,507,599,661,646,620,389
"192","Boa Ventura de São Roque","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",286053.96,338396.54,366463.42,434321.89,477706.47,496448.59,609787.91,690083.12,589874.22,526982.93,488260.46
"193","Boa Ventura de São Roque","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1920,1768,1638,2044,2069,2308,2384,2620,2122,1742,1357
"194","Boa Ventura de São Roque","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",8,10,13,20,9,16,21,18,10,16,20
"195","Boa Ventura de São Roque","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.05,2.82,3,4.11,1.97,3.16,3.51,2.72,1.55,2.58,5.14
"196","Boa Vista da Aparecida","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",889,747,828,819,826,820,962,974,958,921,841
"197","Boa Vista da Aparecida","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",742589.17,671052.97,953758.58,1044661.91,926682.79,1076872.62,1192056.09,1199262.68,1245641.41,1121791.51,1496710.24
"198","Boa Vista da Aparecida","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3935,3192,3125,3358,3205,3275,3717,3567,3142,2844,3532
"199","Boa Vista da Aparecida","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",23,19,32,25,29,33,35,32,27,35,41
"200","Boa Vista da Aparecida","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.59,2.54,3.86,3.05,3.51,4.02,3.64,3.29,2.82,3.8,4.88
"201","Bocaiúva do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",852,822,834,775,812,870,816,839,1013,952,849
"202","Bocaiúva do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1000544.72,1096050.61,1324390.81,1094955.55,1139023.21,1262513.68,1454238.31,1566284.8,2071358.64,1900199.38,2077803.07
"203","Bocaiúva do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3010,3351,3529,3340,3159,3318,3347,3483,3790,3862,3337
"204","Bocaiúva do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",38,41,24,23,28,31,38,27,31,29,42
"205","Bocaiúva do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.46,4.99,2.88,2.97,3.45,3.56,4.66,3.22,3.06,3.05,4.95
"206","Bom Jesus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",305,138,412,254,295,327,311,226,354,302,267
"207","Bom Jesus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",235516.9,206025.16,431719.15,335504.2,387978.4,373638.03,549067.68,281289.78,555626.73,414081.27,282811.67
"208","Bom Jesus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",936,863,1337,969,1104,997,1256,790,1439,1098,765
"209","Bom Jesus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",9,5,12,7,9,12,10,9,12,17,15
"210","Bom Jesus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.95,3.62,2.91,2.76,3.05,3.67,3.22,3.98,3.39,5.63,5.62
"211","Bom Sucesso","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",390,438,515,475,472,461,495,580,546,499,409
"212","Bom Sucesso","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",558919.78,510371.35,640456.64,758672.38,674677.44,860032.62,790812.19,1024012.62,988453.69,904040.87,971040.72
"213","Bom Sucesso","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3521,3191,3656,3718,3854,3524,3363,3840,3845,3499,2936
"214","Bom Sucesso","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",20,17,28,22,20,25,25,23,21,18,22
"215","Bom Sucesso","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.13,3.88,5.44,4.63,4.24,5.42,5.05,3.97,3.85,3.61,5.38
"216","Bom Sucesso do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",214,226,220,213,192,229,197,193,243,256,220
"217","Bom Sucesso do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",297644.98,226202.6,240959.58,281250.56,434166.75,352458.4,244357.85,235225.53,333634.8,341688.77,430757.4
"218","Bom Sucesso do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",791,665,810,1026,815,727,613,591,873,828,775
"219","Bom Sucesso do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,15,16,13,14,14,8,12,11,10,11
"220","Bom Sucesso do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",7.94,6.64,7.27,6.1,7.29,6.11,4.06,6.22,4.53,3.91,5
"221","Borrazópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",784,627,585,605,704,582,648,638,619,628,546
"222","Borrazópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",714476.05,642027.61,854996.66,820024.34,968371.27,1051310.41,1037676.76,914767.61,1011471.7,1198694.87,1042876.21
"223","Borrazópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4893,3803,3759,3956,4591,3903,3554,3861,3613,3628,3132
"224","Borrazópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",32,20,29,28,29,38,34,34,30,22,30
"225","Borrazópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.08,3.19,4.96,4.63,4.12,6.53,5.25,5.33,4.85,3.5,5.49
"226","Braganey","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",668,572,640,540,540,458,538,549,549,573,446
"227","Braganey","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",689469.37,650248.17,575489.47,493656.83,586349.57,553736.52,566984.74,683329.68,671761.44,813045.12,711653.38
"228","Braganey","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2956,2933,2669,2689,2611,2368,2252,2215,2530,2443,1763
"229","Braganey","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",16,21,16,13,7,9,13,18,16,14,18
"230","Braganey","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.4,3.67,2.5,2.41,1.3,1.97,2.42,3.28,2.91,2.44,4.04
"231","Brasilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",193,239,287,291,310,283,321,354,381,301,336
"232","Brasilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",205321.19,323157.78,344618.85,350711.22,433160.74,418024.7,392676.01,501304.21,599580.92,435096.6,548085.11
"233","Brasilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1454,1715,1934,2026,2067,2045,1805,1808,1954,1441,1630
"234","Brasilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",11,6,12,17,18,12,13,14,14,10,15
"235","Brasilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.7,2.51,4.18,5.84,5.81,4.24,4.05,3.95,3.67,3.32,4.46
"236","Cafeara","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",148,109,173,156,161,202,212,170,211,180,211
"237","Cafeara","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",294342.43,245912.11,332144.83,216364.22,287053.9,443256.56,383400.17,252917.48,353552.92,393941.11,406633.16
"238","Cafeara","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1753,1245,1777,1557,1304,1486,1335,916,1100,852,1117
"239","Cafeara","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",4,5,10,4,6,13,10,8,11,4,8
"240","Cafeara","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.7,4.59,5.78,2.56,3.73,6.44,4.72,4.71,5.21,2.22,3.79
"241","Cafelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1368,1168,1163,1204,1193,1195,1324,1281,1092,1080,1051
"242","Cafelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1221121.11,1130140.45,1060706.61,1295559.98,1431633.88,1236413.54,1410457.51,1798943.38,1793746.99,1530399.26,1937145.44
"243","Cafelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6086,4897,4522,4772,5375,4700,5196,5053,4832,4953,4862
"244","Cafelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",31,29,32,31,37,31,34,33,26,24,31
"245","Cafelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.27,2.48,2.75,2.57,3.1,2.59,2.57,2.58,2.38,2.22,2.95
"246","Cafezal do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",259,260,337,241,298,295,325,362,400,390,330
"247","Cafezal do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",290277.23,312869.41,390999.4,414919.84,526707.36,389703.94,446435.67,541105.14,847433.64,709130.11,748896.14
"248","Cafezal do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2249,2059,2702,3037,3660,2562,1582,2380,2497,1878,2901
"249","Cafezal do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",13,17,14,15,17,13,20,16,14,10,21
"250","Cafezal do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.02,6.54,4.15,6.22,5.7,4.41,6.15,4.42,3.5,2.56,6.36
"251","Califórnia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",607,666,622,525,683,587,661,645,637,680,517
"252","Califórnia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",773831.01,879071.49,899682.67,974423.77,1088484.54,1126720.57,1258612.24,1152322.51,1179346.43,1299548.14,1338305.7
