"","Localidade","Variável","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"110","Arapongas","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"2.202.085,86","3.088.632,46","3.781.614,64","4.189.569,31","4.787.815,20","5.173.256,91","6.403.800,58","6.320.016,80","6.998.507,70","7.477.088,51","9.340.912,89","11.345.642,43","11.796.743,87","13.272.400,45","14.740.946,89","14.519.754,21","15.350.816,44","14.869.955,17","15.017.333,53","15.251.784,28","19.379.852,27","21.575.828,22","18.824.034,19"
"111","Arapongas","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,25","3,62","3,43","3,72","4,35","4,07","5,48","5,7","5,56","4,65","4,59","5,21","4,87","5,06","5,3","6,16","5,05","5,76","5,82","5,77","4,62","5,36","7,38"
"112","Arapongas","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","275","275","271","271","278","320","366","354","321","321","333","333","353","388","388","428"
"113","Arapongas","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","207","219","216","200","200","238","303","287","267","267","279","279","287","322","322","362"
"114","Arapongas","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","68","56","55","71","78","82","63","67","54","54","54","54","66","66","66","66"
"115","Arapoti","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.509","2.075","1.865","1.980","2.000","2.027","1.898","1.546","1.728","1.868","1.835","1.876","2.009","1.636","1.213","1.382","1.427","1.520","1.438","1.685","1.900","1.529","1.246"
"116","Arapoti","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"488.065,02","655.433,85","618.687,04","712.163,22","727.606,37","940.780,84","1.071.686,74","894.656,05","1.113.330,22","1.210.357,73","1.265.131,95","1.395.386,65","1.378.756,84","1.537.829,52","1.279.595,43","1.327.685,70","1.829.057,42","2.064.773,23","2.824.949,70","3.441.434,47","3.673.570,19","2.789.394,87","2.491.304,61"
"117","Arapoti","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,99","1,73","1,23","1,82","2,45","2,22","2,48","1,36","1,62","2,89","3,98","3,3","3,24","4,83","3,13","3,4","4,13","3,49","3,55","2,67","2,26","2,68","3,21"
"118","Arapoti","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","39","39","39","39","39","39","39","39","39","39","24","7","1","21","13","0"
"119","Arapoti","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","39","39","39","39","39","39","39","39","39","39","24","7","1","21","13","0"
"120","Arapoti","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Arapuã","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"211","389","381","436","381","359","381","379","470","422","286","391","346","293","350","291","316","313","362","304","324","337","299"
"122","Arapuã","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"64.944,45","131.240,63","135.800,39","198.276,85","177.241,42","199.110,24","194.478,66","189.641,33","337.865,78","296.255,35","279.444,76","518.939,02","601.398,53","484.710,84","478.569,28","435.051,11","400.664,27","491.705,26","554.496,15","451.193,32","517.038,37","689.529,52","421.736,31"
"123","Arapuã","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,42","2,06","2,1","2,52","2,36","1,67","1,57","2,37","1,06","2,13","5,24","2,81","4,91","6,48","4,29","5,5","4,11","5,11","4,97","4,61","3,7","5,64","7,69"
"124","Arapuã","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Arapuã","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Arapuã","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Araruna","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.106","1.153","1.167","1.206","1.143","1.074","1.131","1.064","1.167","1.199","1.227","1.277","1.201","1.231","1.425","1.163","1.264","1.296","1.195","1.256","1.269","1.280","977"
"128","Araruna","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"309.774,86","375.376,49","470.302,95","478.435,68","441.366,37","474.533,86","608.689,84","504.224,58","623.937,04","649.535,15","832.637,11","878.733,67","837.904,89","1.078.705,59","1.108.653,22","1.116.444,99","1.242.292,10","1.496.474,75","1.197.060,52","1.320.009,84","1.554.424,95","1.388.119,30","1.347.818,21"
"129","Araruna","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0,9","1,21","1,03","1,49","1,49","1,4","2,12","1,6","2,4","2,17","2,04","2,27","2,33","2,92","2,81","3,53","3,48","4,78","3,93","4,78","3,47","3,75","6,35"
"130","Araruna","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","48","48","48","28","48","48","48","48","28","28","28","28","28","28","28","56"
"131","Araruna","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","39","39","39","22","39","39","39","39","22","22","22","22","22","22","22","50"
"132","Araruna","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","9","9","9","6","9","9","9","9","6","6","6","6","6","6","6","6"
"133","Araucária","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"6.504","6.987","6.924","7.784","8.098","8.146","8.236","8.319","7.628","7.470","5.737","4.698","7.532","9.248","9.288","10.098","8.340","9.054","9.372","10.415","11.509","10.908","8.626"
"134","Araucária","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"2.327.201,23","3.380.153,91","3.174.318,56","4.204.989,71","4.464.982,32","5.256.835,76","5.505.140,76","5.880.925,76","5.784.975,79","6.109.663,05","6.395.053,42","6.889.684,34","10.209.231,01","11.591.127,65","11.691.731,88","12.988.050,82","12.150.115,36","14.453.713,84","13.574.254,30","16.685.839,66","20.296.995,78","18.457.811,14","18.431.240,20"
"135","Araucária","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3","3,05","2,51","2,61","2,48","2,31","2,22","2,24","2,23","2,17","2,86","2,6","3,88","3,71","3,25","3,07","3,71","3,47","3,61","3,15","3,57","3,65","5,23"
"136","Araucária","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","64","64","64","139","96","96","93","92","91","91","91","91","91","91","91","62"
"137","Araucária","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","64","64","64","115","67","67","83","80","80","91","91","91","91","91","91","62"
"138","Araucária","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","24","29","29","10","12","11","0","0","0","0","0","0","0"
"139","Ariranha do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"153","265","277","273","272","245","285","288","297","284","244","267","233","224","248","208","226","268","264","264","254","272","252"
"140","Ariranha do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"48.727,12","92.229,23","94.172,30","123.493,14","124.073,11","108.659,30","142.074,78","179.658,73","205.579,00","192.251,53","269.054,00","349.345,41","340.118,01","333.275,32","276.948,82","357.759,97","367.805,68","375.445,12","321.017,70","408.012,39","411.733,94","483.625,77","339.856,72"
"141","Ariranha do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0,65","0,75","1,08","2,56","2,21","2,86","2,11","5,9","3,37","1,41","2,46","2,62","2,15","4,02","4,03","6,73","3,98","4,85","3,41","7,95","5,51","3,68","4,76"
"142","Ariranha do Ivaí","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Ariranha do Ivaí","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Ariranha do Ivaí","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Assaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.651","1.687","1.488","1.428","1.605","1.479","1.430","1.362","1.014","1.191","1.322","1.442","1.594","1.459","1.467","1.113","1.625","1.821","2.007","1.155","1.171","1.299","1.270"
"146","Assaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"493.667,43","592.185,91","552.212,33","547.293,24","654.922,96","643.744,54","676.365,39","674.034,41","604.526,66","745.626,36","935.891,59","1.148.656,38","1.228.787,83","1.272.974,88","1.407.299,09","1.213.696,95","1.861.430,71","1.969.288,08","2.111.127,51","1.714.915,12","2.163.451,25","2.311.142,58","2.326.848,24"
"147","Assaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,76","1,9","1,55","1,4","1,68","1,28","2,17","1,84","2,27","2,1","1,74","2,22","2,26","2,95","2,86","3,68","2,77","2,75","3,04","4,68","4,7","5,77","6,22"
"148","Assaí","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","60","64","64","64","64","64","70","70","69","69","69","69","49","49","49","49"
"149","Assaí","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","54","52","52","52","52","52","52","52","54","58","58","58","38","38","38","38"
"150","Assaí","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","6","12","12","12","12","12","18","18","15","11","11","11","11","11","11","11"
"151","Assis Chateaubriand","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.966","2.940","3.000","2.893","2.836","2.802","2.771","2.710","2.820","2.872","2.806","3.111","3.158","2.858","3.023","3.206","2.566","2.801","2.792","3.052","3.256","3.457","3.453"
"152","Assis Chateaubriand","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"928.340,67","1.166.800,50","1.384.013,55","1.389.896,08","1.486.014,49","1.549.362,79","1.442.771,87","1.544.765,12","1.698.794,55","1.819.416,19","1.958.458,32","2.321.790,27","2.481.840,56","2.513.731,48","2.610.830,08","3.201.074,17","2.761.882,35","3.282.122,22","3.596.288,20","3.943.684,75","4.895.487,77","4.971.099,79","5.002.961,76"
"153","Assis Chateaubriand","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,52","1,33","1,67","1,66","1,55","1,68","2,06","1,88","2,66","2,54","2,39","3,63","3,17","3,08","2,78","2,9","3,08","4,46","4,3","4,16","4,12","3,7","4,63"
"154","Assis Chateaubriand","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","123","123","123","123","123","123","123","123","93","54","54","57","57","57","82","82"
"155","Assis Chateaubriand","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","112","112","112","93","93","93","93","93","68","40","40","42","42","42","69","69"
"156","Assis Chateaubriand","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","11","11","11","30","30","30","30","30","25","14","14","15","15","15","13","13"
"157","Astorga","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.059","2.242","2.395","2.408","2.204","2.114","2.131","2.280","2.102","1.944","1.974","2.026","2.178","2.258","2.198","2.059","2.095","2.302","2.422","2.683","2.690","3.068","2.355"
"158","Astorga","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"599.161,56","849.533,08","935.073,55","1.174.821,56","1.227.694,49","1.390.043,33","1.314.068,75","1.450.373,57","1.335.609,02","1.263.760,56","1.628.769,10","1.909.159,86","1.938.185,60","2.430.385,04","2.401.877,00","2.297.542,81","2.537.616,29","3.096.805,62","3.147.075,90","3.468.486,30","3.876.638,57","4.155.602,93","3.888.764,96"
"159","Astorga","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,43","2,45","2,13","2,45","2,72","3,03","2,53","2,5","3,43","3,09","3,39","3,8","2,62","3,72","3,87","3,59","3,44","3","3,34","3,39","3,57","3,19","4,37"
"160","Astorga","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","69","60","60","60","60","60","60","60","60","60","60","60","60","59","84","90"
"161","Astorga","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","59","47","47","47","42","42","42","42","42","42","42","52","52","51","51","51"
"162","Astorga","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","10","13","13","13","18","18","18","18","18","18","18","8","8","8","33","39"
"163","Atalaia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"297","302","441","355","381","284","326","322","267","326","303","278","290","269","250","252","268","290","298","257","270","234","175"
"164","Atalaia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"77.325,25","117.742,59","147.690,51","121.314,37","133.513,96","124.798,62","142.245,78","171.770,65","125.374,58","154.482,00","203.558,98","301.862,82","179.272,51","374.716,60","276.352,23","404.212,53","408.803,17","319.650,07","489.889,41","372.032,84","420.360,94","411.684,33","409.415,80"
"165","Atalaia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,35","1,66","0,68","1,41","1,84","2,46","1,53","2,17","2,25","2,45","2,64","4,68","2,76","5,2","2","3,17","4,85","5,17","1,68","5,45","3,33","3,85","11,43"
"166","Atalaia","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","9","10","10","10","10","10","10","10","10","10","10","10","10"
"167","Atalaia","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","9","10","10","10","10","10","10","10","10","10","10","10","10"
"168","Atalaia","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Balsa Nova","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"784","825","811","875","929","911","609","622","693","452","513","947","1.139","1.042","1.014","1.485","1.199","1.175","1.518","1.780","1.564","1.488","1.363"
"170","Balsa Nova","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"230.304,04","335.263,79","398.445,48","394.860,95","449.515,35","517.751,06","474.094,58","412.646,99","572.851,66","468.308,76","637.129,06","1.463.716,60","1.745.793,39","1.722.052,31","1.750.061,07","2.519.344,54","1.855.203,91","2.119.131,48","3.125.469,57","3.414.674,82","3.012.019,79","2.905.564,42","2.868.982,40"
"171","Balsa Nova","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,68","2,06","1,73","1,83","1,72","1,54","3,78","1,61","2,02","1,33","3,12","3,27","3,6","2,3","2,96","3,16","2,34","3,83","3,43","2,75","2,49","3,56","4,48"
"172","Balsa Nova","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","23","23","23","23","10","7","7","7","12","12","12","12","0","0","0","0"
"173","Balsa Nova","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","23","23","23","23","10","7","7","7","12","12","12","12","0","0","0","0"
"174","Balsa Nova","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Bandeirantes","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.747","2.818","2.725","2.678","2.728","2.674","2.649","2.743","2.828","2.896","2.854","3.003","2.922","3.026","3.051","2.978","2.972","2.947","3.071","3.608","3.915","3.426","3.279"
"176","Bandeirantes","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"673.363,85","878.523,64","996.511,37","981.862,32","1.128.547,84","1.408.845,59","1.372.287,65","1.466.222,55","1.579.398,39","1.701.480,75","2.057.569,43","2.462.694,31","2.480.347,21","2.745.167,40","2.736.755,78","2.835.076,61","3.307.620,45","2.799.666,09","3.566.000,42","5.407.004,72","5.630.995,64","5.667.805,39","5.201.725,42"
