harvest;code_city;city;nr;group;code_variable;variable;standard;area;herd;slaughter;load;production;gpv
19/20;4105409;Chopinzinho;Pato Branco;D;7017;GARROTES;CAB;;;2019;;0;4763709,36
19/20;4105508;Cianorte;Cianorte;D;7017;GARROTES;CAB;;;2930;;0;6913159,2
19/20;4105607;Cidade Gaúcha;Cianorte;D;7017;GARROTES;CAB;;;2392;;0;5643780,48
19/20;4105706;Clevelândia;Pato Branco;D;7017;GARROTES;CAB;;;602;;0;1420382,88
19/20;4105805;Colombo;Curitiba;D;7017;GARROTES;CAB;;;33;;0;77861,52
19/20;4105904;Colorado;Maringá;D;7017;GARROTES;CAB;;;1841;;0;4343729,04
19/20;4106001;Congonhinhas;Cornélio Procópio;D;7017;GARROTES;CAB;;;2545;;0;6004774,8
19/20;4106100;Conselheiro Mairinck;Jacarezinho;D;7017;GARROTES;CAB;;;1268;;0;2991769,92
19/20;4106209;Contenda;Curitiba;D;7017;GARROTES;CAB;;;58;;0;136847,52
19/20;4106308;Corbélia;Cascavel;D;7017;GARROTES;CAB;;;290;;0;684237,6
19/20;4106407;Cornélio Procópio;Cornélio Procópio;D;7017;GARROTES;CAB;;;4748;;0;11202621,12
19/20;4106456;Coronel Domingos Soares;Pato Branco;D;7017;GARROTES;CAB;;;3505;;0;8269837,2
19/20;4106506;Coronel Vivida;Pato Branco;D;7017;GARROTES;CAB;;;2430;;0;5733439,2
19/20;4106555;Corumbataí do Sul;Campo Mourão;D;7017;GARROTES;CAB;;;1080;;0;2548195,2
19/20;4106571;Cruzeiro do Iguaçu;Dois Vizinhos;D;7017;GARROTES;CAB;;;747;;0;1762501,68
19/20;4106605;Cruzeiro do Oeste;Umuarama;D;7017;GARROTES;CAB;;;5852;;0;13807442,88
19/20;4106704;Cruzeiro do Sul;Paranavaí;D;7017;GARROTES;CAB;;;2602;;0;6139262,88
19/20;4106803;Cruz Machado;União da Vitória;D;7017;GARROTES;CAB;;;600;;0;1415664
19/20;4106852;Cruzmaltina;Ivaiporã;D;7017;GARROTES;CAB;;;960;;0;2265062,4
19/20;4106902;Curitiba;Curitiba;D;7017;GARROTES;CAB;;;253;;0;596938,32
19/20;4107009;Curiúva;Jacarezinho;D;7017;GARROTES;CAB;;;2641;;0;6231281,04
19/20;4107108;Diamante do Norte;Paranavaí;D;7017;GARROTES;CAB;;;2245;;0;5296942,8
19/20;4107124;Diamante do Sul;Laranjeiras do Sul;D;7017;GARROTES;CAB;;;3380;;0;7974907,2
19/20;4107157;Diamante D'Oeste;Cascavel;D;7017;GARROTES;CAB;;;2502;;0;5903318,88
